R,G,B
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
250,255,255
255,254,252
255,254,251
255,254,255
191,203,219
89,113,137
85,112,139
105,135,159
98,134,158
70,116,149
53,112,152
57,124,166
63,131,168
68,136,171
71,144,179
69,147,185
70,153,183
67,153,186
58,156,191
47,159,196
35,159,193
37,157,192
53,160,196
72,166,204
102,165,206
123,179,214
135,180,209
155,186,214
146,161,190
133,139,163
220,220,230
254,253,251
255,255,253
252,255,255
247,252,255
255,255,253
255,251,248
211,217,229
30,62,101
0,52,114
0,63,127
3,62,120
0,61,123
0,71,139
9,70,125
110,134,160
253,254,255
253,251,252
254,255,249
255,254,255
196,202,216
17,47,81
0,65,115
0,90,152
0,87,154
6,93,160
0,98,166
0,84,147
10,99,155
6,102,162
0,97,165
0,85,149
22,94,144
111,163,200
235,245,255
249,249,247
255,254,243
241,245,244
75,89,115
10,43,94
8,84,136
0,106,150
44,112,157
182,226,255
246,255,255
255,251,244
255,252,246
128,144,157
0,54,90
9,90,143
0,110,173
133,180,210
226,227,222
81,101,99
0,73,114
0,89,158
91,149,187
236,254,240
252,245,252
255,241,241
255,249,252
85,106,125
0,56,101
9,86,142
5,75,124
126,182,217
254,255,255
255,248,239
255,249,238
220,220,222
33,59,86
0,37,88
0,54,114
12,67,131
169,179,214
239,250,252
250,255,247
255,254,255
210,209,223
36,53,69
6,48,86
0,52,122
0,62,120
39,74,130
185,199,228
238,249,243
252,255,244
255,253,255
192,199,217
21,53,66
0,65,120
13,89,149
3,78,135
101,151,186
244,255,255
253,244,235
255,254,250
249,255,255
83,109,126
0,47,84
0,79,136
2,95,162
0,81,142
3,90,144
15,104,160
0,88,149
0,95,148
3,89,150
1,91,151
0,98,150
17,93,142
61,92,136
109,120,152
134,155,172
137,178,206
132,177,210
118,174,211
92,170,208
67,165,202
54,163,196
56,163,197
64,164,198
77,163,196
80,163,193
87,164,194
93,162,191
98,159,188
99,156,186
96,150,184
94,148,182
94,140,173
85,130,161
83,124,154
75,112,141
67,101,129
59,89,117
59,86,113
85,111,136
242,242,242
255,255,255
253,253,253
255,255,255
255,255,255
253,253,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
251,255,255
255,254,252
255,253,250
255,254,255
200,212,228
94,118,142
87,114,141
106,136,160
99,135,159
70,117,147
54,114,151
58,126,165
65,133,170
70,139,172
74,147,180
72,150,186
74,155,184
70,155,186
63,157,193
50,160,197
37,160,194
38,158,192
55,162,198
73,167,203
105,168,209
123,179,214
138,183,212
155,186,214
147,164,192
132,140,161
208,211,220
254,254,252
255,255,253
251,255,255
249,254,255
255,255,251
254,249,245
227,234,242
51,84,117
0,53,109
0,64,129
4,60,117
0,64,125
0,67,140
8,73,129
139,160,179
251,249,250
250,255,255
250,253,244
255,254,255
164,171,189
21,56,94
2,78,130
0,96,157
0,87,151
10,91,156
0,96,161
3,93,153
4,95,150
3,101,164
0,101,169
3,92,152
83,137,173
202,225,239
255,254,255
255,255,250
246,243,236
164,168,180
17,55,94
5,86,142
0,91,150
9,104,160
114,150,174
230,252,255
248,248,250
255,252,250
197,200,205
33,69,93
0,73,120
0,100,162
59,132,173
228,245,255
153,157,166
0,59,83
0,82,133
35,104,159
186,212,235
249,255,248
255,254,253
255,254,251
185,192,200
25,64,97
8,80,138
0,72,134
35,84,125
204,223,240
247,254,247
255,251,242
255,249,247
154,159,178
0,29,72
5,57,115
18,69,124
70,113,158
248,243,255
255,255,250
249,255,240
236,241,247
105,115,140
3,30,59
12,63,110
0,60,134
8,69,126
116,139,173
244,241,250
240,243,236
252,255,250
252,252,254
111,126,147
5,51,85
0,78,146
12,87,145
41,99,139
193,226,245
247,255,255
255,255,251
253,253,253
189,194,200
22,61,90
8,71,115
1,86,150
9,101,166
8,90,146
5,81,130
10,93,147
0,90,150
0,92,146
1,85,147
0,89,149
0,96,149
20,92,142
62,91,135
107,118,150
134,155,172
134,175,205
130,175,208
117,172,211
91,169,208
65,165,201
52,162,197
53,162,195
60,163,196
74,163,195
79,164,193
87,164,194
94,163,192
97,161,189
99,156,186
97,151,185
96,149,183
97,142,173
86,131,162
85,126,156
77,114,143
68,102,130
60,90,116
62,90,114
90,116,141
246,246,246
255,255,255
252,252,252
254,254,254
255,255,255
253,253,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
251,255,255
255,255,253
255,254,251
255,254,255
206,218,234
97,121,145
89,116,143
107,137,161
100,136,160
71,118,148
56,116,153
62,127,167
68,133,171
74,140,174
76,149,182
77,153,189
77,156,186
73,156,188
65,159,193
52,162,197
41,161,195
39,159,193
56,163,197
74,168,204
106,169,210
123,179,212
140,187,215
153,187,214
148,168,195
133,141,162
200,204,213
254,255,253
255,254,255
249,253,255
251,255,255
255,255,250
255,251,245
242,249,255
69,103,131
3,59,110
2,70,135
8,65,120
3,69,130
0,67,140
8,75,130
156,175,192
246,244,245
248,255,255
254,255,248
252,250,253
141,148,167
17,54,96
0,79,135
0,92,154
0,94,156
11,89,151
0,90,154
17,108,165
0,90,147
0,93,157
0,103,173
29,114,171
146,187,215
252,255,255
251,250,255
253,252,247
250,240,239
58,58,82
11,69,115
0,102,157
0,108,167
30,99,166
197,215,225
244,251,255
255,254,255
252,247,251
126,142,157
7,57,92
6,95,151
0,106,176
154,190,214
220,217,234
57,73,96
0,77,122
0,103,160
110,149,190
243,241,254
250,255,254
251,255,249
246,251,245
84,104,113
0,39,79
0,71,138
13,84,150
139,167,204
255,246,253
245,255,253
254,255,250
233,228,232
61,70,99
0,30,84
4,53,112
27,70,115
150,180,208
255,246,255
254,248,236
250,255,235
206,215,224
18,34,67
10,44,81
3,61,111
0,65,139
30,86,145
205,220,241
255,252,246
255,255,250
250,255,254
216,218,217
35,56,77
11,64,114
0,92,167
5,77,135
117,162,193
236,255,255
248,255,255
242,248,248
251,255,255
94,97,102
3,53,88
6,76,127
0,89,155
1,91,154
49,125,175
31,102,146
3,85,135
0,90,151
0,90,144
1,82,145
0,86,147
0,94,148
19,91,141
62,89,134
106,117,149
132,155,171
133,174,204
129,173,208
116,171,210
90,168,207
64,164,200
50,160,195
51,161,194
59,164,196
73,164,195
79,164,193
85,164,194
94,163,192
97,161,189
100,157,187
97,151,185
96,149,183
98,143,174
89,132,164
87,128,158
78,115,144
69,103,130
61,91,117
64,92,116
94,120,145
248,248,248
255,255,255
252,252,252
254,254,254
255,255,255
253,253,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,254,255
254,252,253
255,254,255
255,254,255
220,227,235
121,137,153
82,106,130
109,139,167
104,136,161
74,119,150
54,116,153
58,127,166
65,135,169
72,141,174
79,149,183
78,152,189
82,158,194
77,157,194
69,157,193
58,161,196
49,164,195
49,162,194
64,164,198
79,167,203
109,174,204
115,174,204
136,182,215
162,195,226
147,167,192
131,142,160
186,190,201
248,251,255
255,252,251
247,250,255
245,255,255
249,255,253
255,255,244
255,255,253
122,142,167
12,54,104
0,70,142
13,66,118
11,67,116
0,73,139
0,68,130
115,149,177
255,254,255
255,249,243
246,252,252
242,255,255
134,166,189
3,60,105
0,81,146
0,87,157
11,104,171
0,89,149
9,98,140
0,102,168
0,85,173
0,100,174
22,98,134
135,176,182
249,255,255
255,247,253
251,255,255
255,254,251
198,202,203
17,52,80
0,75,135
5,99,173
14,94,157
98,154,201
245,237,255
233,255,255
230,255,245
244,228,241
64,73,104
0,79,113
0,106,151
64,132,197
238,227,231
133,150,166
0,61,108
0,90,159
52,112,162
211,211,221
255,244,243
245,255,255
255,250,251
198,206,209
22,60,81
0,63,113
4,74,144
47,97,158
192,208,234
255,253,246
251,255,251
255,254,246
156,150,152
14,34,67
1,57,118
0,54,115
100,131,160
240,239,235
243,255,253
255,255,243
255,242,229
117,116,124
15,43,82
0,46,110
10,60,129
17,61,124
170,186,209
249,255,255
255,252,241
255,250,236
245,244,242
108,127,144
3,49,82
10,75,115
0,90,162
66,112,146
234,243,250
247,252,255
245,245,247
255,251,244
202,200,205
29,56,85
9,60,91
0,85,158
0,92,169
89,127,163
167,192,214
21,92,146
0,81,145
11,86,128
0,85,139
6,80,143
0,84,148
0,89,140
16,85,126
71,86,127
116,119,152
134,161,182
136,180,209
125,174,207
105,169,205
81,166,203
56,164,200
43,160,195
49,159,196
58,160,200
69,162,196
80,163,197
92,162,196
95,162,191
95,162,189
96,162,188
98,155,184
98,149,180
93,137,174
95,135,171
87,122,154
88,119,148
73,99,124
66,91,113
60,85,105
102,128,145
252,252,252
253,253,253
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,254,255
254,252,253
255,254,255
255,254,255
228,232,241
133,146,162
91,113,136
110,137,164
104,136,161
74,119,150
56,116,153
59,128,167
65,135,169
72,141,174
79,149,183
79,153,190
82,158,192
78,156,192
70,158,194
59,162,195
50,163,195
50,163,195
64,164,198
79,167,203
110,175,205
116,173,203
143,188,221
155,186,217
153,173,198
135,146,164
153,157,169
243,243,251
255,251,245
252,255,255
247,255,255
251,255,255
255,254,246
255,252,251
183,198,219
29,64,104
0,70,138
0,51,110
2,69,124
1,80,146
7,83,143
75,119,154
243,250,255
255,247,244
255,253,241
255,255,250
162,178,191
10,54,89
30,103,158
0,87,154
0,86,152
5,99,160
2,97,165
0,85,153
1,105,168
15,96,143
120,164,189
233,247,255
216,220,223
251,255,255
246,247,251
248,251,255
127,148,165
0,51,93
17,112,180
0,102,168
40,111,153
191,230,245
255,248,251
245,249,232
255,255,239
145,141,156
17,54,99
3,94,139
28,107,140
183,207,233
190,203,212
24,68,95
0,78,128
11,102,159
102,156,194
240,249,255
255,254,253
242,253,255
254,245,250
99,118,133
0,44,78
2,73,127
16,78,139
130,168,215
235,246,255
255,254,247
252,254,249
233,234,236
57,68,86
0,29,74
0,50,111
18,71,125
182,208,231
255,255,251
252,255,255
242,242,244
203,207,216
18,43,74
0,41,94
2,60,123
24,67,118
126,152,189
240,248,255
252,255,255
250,247,238
255,254,249
229,239,249
23,58,90
5,66,111
0,74,126
26,97,153
152,182,208
238,239,243
252,255,255
252,255,255
247,247,249
116,132,148
0,44,85
11,90,146
10,98,162
26,88,139
178,198,222
97,121,147
0,62,119
0,88,154
0,70,121
0,82,137
4,80,142
0,81,144
0,86,135
19,82,123
72,88,124
116,121,151
134,161,182
133,176,208
122,172,207
103,168,206
76,166,203
50,162,199
38,158,192
44,158,194
55,161,200
67,161,195
80,163,197
92,162,196
96,161,191
96,161,189
97,161,188
99,156,185
99,148,180
100,143,177
95,136,168
87,122,152
82,112,140
72,98,123
69,91,114
61,83,104
114,137,155
253,253,253
253,253,253
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,252,253
255,254,255
255,255,255
235,240,246
148,160,174
100,121,142
111,135,161
105,135,159
75,118,150
56,116,153
60,128,167
67,135,170
75,141,173
81,149,184
81,153,191
83,159,191
79,157,193
73,159,194
63,163,197
52,165,197
51,164,196
62,165,198
78,168,203
109,174,206
115,171,204
149,194,227
147,178,209
162,182,209
147,155,176
122,125,140
225,225,237
255,254,242
252,255,255
248,255,255
254,255,255
255,250,249
255,252,253
238,246,255
85,111,136
9,71,128
0,71,136
0,78,144
2,80,142
4,76,134
24,82,128
180,206,229
255,254,251
255,250,237
255,253,248
210,219,228
53,89,121
9,79,131
2,94,159
2,101,169
0,92,159
0,87,170
1,91,151
34,113,144
125,172,188
235,248,255
193,191,205
143,146,153
243,255,255
255,254,255
249,255,255
90,124,149
3,77,126
0,98,163
7,99,150
136,188,202
242,255,239
255,252,246
255,253,237
246,237,228
56,84,108
0,63,126
7,94,161
108,157,189
211,212,207
95,133,156
0,57,99
0,92,146
36,109,150
171,206,225
237,248,254
247,251,250
254,255,250
196,196,208
20,55,85
0,59,110
6,81,138
42,90,136
209,227,251
254,255,255
253,254,248
255,254,250
170,182,196
8,43,83
2,52,111
4,54,113
87,122,162
227,241,254
248,247,242
255,253,255
243,242,255
106,123,151
0,39,88
4,65,128
4,61,116
103,132,162
222,226,235
238,236,239
252,248,245
255,255,248
249,255,255
120,140,164
0,40,83
0,60,114
19,98,157
140,178,214
206,218,234
236,232,233
253,251,254
245,248,255
187,197,207
23,57,85
3,65,116
0,75,144
28,92,140
147,171,195
173,180,196
41,66,97
11,66,120
9,79,139
19,88,145
0,80,138
1,79,143
0,80,141
0,80,129
27,79,118
77,91,126
120,127,156
137,164,185
130,173,207
118,170,207
96,168,206
67,165,204
41,161,196
28,156,191
38,158,193
51,163,200
67,161,195
78,162,196
92,162,196
96,161,191
96,161,189
97,161,188
100,155,185
102,148,181
104,145,173
93,132,161
89,123,151
83,108,138
81,102,129
75,95,119
64,82,104
127,145,165
253,253,253
253,253,253
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
255,255,253
255,254,255
241,244,249
160,170,182
111,128,148
113,133,158
105,135,159
75,119,148
58,116,153
63,128,166
70,136,171
78,143,175
82,151,184
85,155,191
84,161,191
83,159,193
76,160,196
67,164,197
56,167,197
52,165,197
63,166,199
75,167,204
107,171,206
114,173,207
148,194,228
147,180,211
169,189,216
156,166,191
119,124,143
189,190,208
255,255,243
242,247,243
251,255,255
255,253,255
255,248,254
255,251,255
251,254,255
170,184,193
8,56,102
5,83,149
0,76,149
2,81,140
0,70,125
4,79,136
100,148,186
243,250,255
255,254,255
255,254,255
240,252,255
172,206,233
59,118,162
12,91,147
0,82,141
12,98,157
32,102,164
70,122,159
157,190,199
236,255,255
162,181,196
35,51,74
127,137,149
254,255,253
253,249,246
251,255,255
149,171,184
50,99,131
26,93,136
123,182,214
227,252,255
244,241,222
236,251,246
255,252,253
196,196,208
7,57,90
0,82,142
59,124,190
193,227,255
158,177,181
0,54,90
1,90,146
6,100,154
118,166,189
248,255,255
252,255,255
249,251,250
255,254,241
100,109,126
3,48,89
0,75,137
5,74,131
107,139,164
254,250,249
255,253,244
254,255,249
230,219,217
48,66,90
0,43,100
0,57,124
23,66,117
187,205,229
249,249,251
255,254,246
255,252,255
225,225,235
41,55,81
12,45,86
9,53,102
102,137,179
231,246,255
182,177,181
223,215,213
255,254,248
255,255,248
227,232,236
31,47,70
21,53,91
39,83,128
93,147,193
202,218,243
130,136,150
214,212,217
255,252,254
255,254,255
163,173,182
0,31,58
10,67,112
26,97,151
128,163,191
195,208,225
46,67,96
26,58,97
88,118,156
72,109,153
45,100,156
1,79,141
0,80,141
1,77,135
10,74,122
42,77,115
86,101,132
123,139,165
141,169,191
127,173,209
114,169,208
90,167,209
57,165,204
29,159,195
18,155,189
29,158,190
46,163,198
66,160,194
78,162,196
91,161,195
96,161,191
97,161,189
100,161,189
102,155,186
103,148,181
105,145,170
95,131,157
97,127,155
84,108,136
88,105,133
77,91,117
59,74,95
126,139,156
253,253,253
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
252,254,253
254,254,252
255,255,253
255,253,254
245,246,251
171,177,189
121,134,151
115,131,154
107,135,157
77,118,148
60,116,153
64,129,167
72,136,171
79,144,176
86,152,186
86,156,192
87,162,191
85,162,192
80,163,197
72,166,200
60,167,199
55,165,198
62,167,199
74,168,204
102,170,207
114,177,212
139,189,222
153,189,221
166,190,218
158,172,198
137,143,167
144,149,171
240,243,236
252,255,255
252,253,255
255,253,255
255,249,254
255,252,255
252,252,252
233,239,239
74,105,134
9,78,135
0,73,144
9,89,148
3,80,136
1,83,143
24,88,136
136,166,190
241,248,255
252,255,255
245,249,252
242,252,255
195,221,238
154,191,217
126,168,193
136,176,201
166,207,229
218,230,242
236,231,235
113,129,142
7,58,89
2,62,96
121,148,169
253,241,245
254,255,251
248,248,240
255,253,248
203,208,212
201,218,234
220,241,255
140,149,166
203,202,210
242,255,251
255,252,255
210,211,229
48,86,105
102,148,171
193,211,247
170,190,223
18,68,91
3,67,113
8,97,157
31,111,160
180,209,227
252,246,246
255,248,255
255,254,255
200,190,180
37,59,82
12,63,110
4,78,143
39,99,151
197,216,231
255,253,241
255,253,241
248,250,249
199,188,192
3,26,57
4,60,121
0,57,124
29,67,114
200,208,227
251,245,245
255,254,248
246,248,245
242,242,242
102,102,110
92,97,116
173,183,210
223,234,255
135,142,171
44,46,71
221,219,224
255,255,253
245,244,239
255,255,255
129,131,144
79,89,114
142,159,185
201,225,249
113,129,154
33,53,78
180,193,212
255,254,255
255,252,250
188,189,193
87,108,127
101,135,163
166,192,215
